MP,Party,PGroup,Constituency,Gender,Advice,BooksArticles,Job,Speeches,Survey,TVRadio,Uncategorised,Total,Party_Conservative,Party_Labour,Party_Liberal.Democrat,Party_Other,Party_Scottish.National.Party,ons_id,ons_region_id,county_name,region_name,country_name,constituency_type,declaration_time,result,first_party,second_party,electorate,valid_votes,invalid_votes,majority,con,lab,ld,ukip,green,snp,pc,dup,sf,sdlp,uup,alliance,other,other_winner,conp,labp,majp,birth_date,email,family_name,gender,given_name,id,image,sort_name,honorific_prefix,death_date,dob,age,wiki,alma,oxbridge,totalfit,confit,labfit,xcentre,ycentre
Mark Harper,Conservative,Conservative,Forest Of Dean,Male,0,0,66000,0,0,0,0,66000,1,0,0,0,0,E14000705,E12000009,Gloucestershire,South West,England,County,09/06/2017 03:34,Con hold,Con,Lab,70898,51767,81,9502,28096,18594,2029,1237,1241,0,0,0,0,0,0,0,570,0,0.542739583,0.359186354,18.3553229,26/02/1970,mark.harper.mp@parliament.uk,Harper,male,Mark,c0c266cb-104b-4a88-ad06-e7b3077851ed,https://candidates.democracyclub.org.uk/media/images/5525fadf413cb4432adffa82.png,"Harper, Mr Mark",The Right Honourable,NA,26/02/1970,51,https://en.wikipedia.org/wiki/Mark_Harper,"Brasenose College, Oxford",TRUE,3628.479062,7016.061607,NA,-3.826490034,51.81211826
Simon Hart,Conservative,Conservative,Carmarthen West And South Pembrokeshire,Male,0,0,62500,0,985,0,0,63485,1,0,0,0,0,W07000066,W92000004,Dyfed,Wales,Wales,County,09/06/2017 03:36,Con hold,Con,Lab,58565,42226,65,3110,19771,16661,956,905,0,0,3933,0,0,0,0,0,0,0,0.468218633,0.394567328,7.3651305,15/08/1963,simon.hart.mp@parliament.uk,Hart,male,Simon,e7e06020-d834-4c95-8cdc-d611325d78a3,https://candidates.democracyclub.org.uk/media/images/5524a245f0e9e2c82406ebb3.png,"Hart, Simon",NA,NA,15/08/1963,58,https://en.wikipedia.org/wiki/Simon_Hart,Royal Agricultural College,FALSE,3181.468054,4996.133058,NA,-5.457458404,52.00939727
David Tredinnick,Conservative,Conservative,Bosworth,Male,0,0,58000,0,0,0,0,58000,1,0,0,0,0,E14000583,E12000004,Leicestershire,East Midlands,England,County,09/06/2017 03:02,Con hold,Con,Lab,81661,56168,133,18351,31864,13513,9744,0,1047,0,0,0,0,0,0,0,0,0,0.567298106,0.240581826,32.671628,19/01/1950,tredinnickd@parliament.uk,Tredinnick,male,David,2d61fa08-5997-4421-b126-7f7b3c62a110,https://candidates.democracyclub.org.uk/media/images/images/385.png,"Tredinnick, David",NA,NA,19/01/1950,71,https://en.wikipedia.org/wiki/David_Tredinnick_(politician),"St John's College, OxfordUniversity of Cape Town",TRUE,4306.274805,10918.93931,NA,-1.651868975,53.55658477
Nicholas Boles,Conservative,Conservative,Grantham And Stamford,Male,0,1700,45000,9500,0,0,0,56200,1,0,0,0,0,E14000714,E12000004,Lincolnshire,East Midlands,England,County,09/06/2017 02:46,Con hold,Con,Lab,81740,56593,106,20094,35090,14996,3120,1745,782,0,0,0,0,0,0,0,860,0,0.620041348,0.264979768,35.506158,02/11/1965,nick.boles.mp@parliament.uk,Boles,male,Nicholas,b33f2f01-02a8-4ef6-96fa-f1b19b1fd856,https://candidates.democracyclub.org.uk/media/images/552a7f2d5b858ee163ed6369.png,"Boles, Nick",NA,NA,02/11/1965,56,https://en.wikipedia.org/wiki/Nick_Boles,"Magdalen College, Oxford (BA)Harvard University (MPP)",TRUE,4454.796804,11918.24667,NA,-0.020900444,53.74612755
Tracey Crouch,Conservative,Conservative,Chatham And Aylesford,Female,0,0,54000,0,0,0,0,54000,1,0,0,0,0,E14000626,E12000008,Kent,South East,England,County,09/06/2017 04:21,Con hold,Con,Lab,70419,44890,73,10458,25587,15129,1116,2225,573,0,0,0,0,0,0,0,260,0,0.569993317,0.337023836,23.2969481,24/07/1975,tracey.crouch.mp@parliament.uk,Crouch,female,Tracey,6778cd51-328c-4b2a-9aea-5006f2f2fb49,https://candidates.democracyclub.org.uk/media/images/5524a118f0e9e2c82406ebad.png,"Crouch, Tracey",NA,NA,24/07/1975,46,https://en.wikipedia.org/wiki/Tracey_Crouch,University of Hull,FALSE,3849.441424,8173.291188,NA,1.066410326,51.41495787
Daniel Poulter,Conservative,Conservative,Central Suffolk And North Ipswich,Male,0,0,45695,0,0,0,392.92,46087.92,1,0,0,0,0,E14000624,E12000006,Suffolk,East,England,County,09/06/2017 03:56,Con hold,Con,Lab,78116,56524,113,17185,33992,16807,2431,1635,1659,0,0,0,0,0,0,0,0,0,0.601372868,0.297342722,30.4030146,30/10/1978,daniel.poulter.mp@parliament.uk,Poulter,male,Daniel,3a20d698-05f4-4714-9e3e-3da95fd3b88c,https://candidates.democracyclub.org.uk/media/images/5524a19cf0e9e2c82406ebaf.png,"Poulter, Dr Dan",NA,NA,30/10/1978,43,https://en.wikipedia.org/wiki/Dan_Poulter,"University of Bristol LLBKing's College London MBBS, AKC",FALSE,4190.98083,10179.85622,NA,0.794581977,52.88645805
Craig Mackinlay,Conservative,Conservative,South Thanet,Male,0,0,43500,0,0,0,0,43500,1,0,0,0,0,E14000948,E12000008,Kent,South East,England,County,09/06/2017 04:13,Con hold,Con,Lab,72334,49753,92,6387,25262,18875,1514,2997,809,0,0,0,0,0,0,0,296,0,0.507748276,0.379374108,12.8374168,07/10/1966,craig.mackinlay.mp@parliament.uk,MacKinlay,male,Craig,71f41379-957b-4ae6-999f-49cb0fb9fe88,https://candidates.democracyclub.org.uk/media/images/images/4230.png,"Mackinlay, Craig",NA,NA,07/10/1966,55,https://en.wikipedia.org/wiki/Craig_Mackinlay,University of Birmingham,FALSE,3396.703124,5916.401615,NA,1.881894231,51.31512395
David Lammy,Labour,Labour,Tottenham,Male,0,6970,0,23200.28,0,11575,0,41745.28,0,1,0,0,0,E14001002,E12000007,London,London,England,Borough,09/06/2017 03:18,Lab hold,Lab,Con,72884,49339,147,34584,5665,40249,1687,462,1276,0,0,0,0,0,0,0,0,0,0.114817893,0.815764405,70.0946513,19/07/1972,lammyd@parliament.uk,Lammy,male,David,42fb6801-adef-4586-9220-0721ad4d5a7f,https://candidates.democracyclub.org.uk/media/images/55323e9829c5d53959d9e45e.png,"Lammy, Mr David",The Right Honourable,NA,19/07/1972,49,https://en.wikipedia.org/wiki/David_Lammy,SOAS University of London (LLB)Harvard University (LLM),FALSE,6737.90029,NA,1868.102922,-0.564555628,52.40135894
Caroline Johnson,Conservative,Conservative,Sleaford And North Hykeham,Female,0,0,41743.08333,0,0,0,0,41743.08333,1,0,0,0,0,E14000929,E12000004,Lincolnshire,East Midlands,England,County,09/06/2017 03:57,Con hold,Con,Lab,90929,65797,107,25237,42245,17008,2722,1954,968,0,0,0,0,0,0,0,900,0,0.642050549,0.258492029,38.3558521,31/12/1977,caroline.johnson.mp@parliament.uk,Johnson,female,Caroline,cc09dec7-d157-43ea-a3dd-9805753c2e17,https://upload.wikimedia.org/wikipedia/commons/8/8d/Official_portrait_of_Dr_Caroline_Johnson.jpg,"Johnson, Dr Caroline",NA,NA,31/12/1977,43,https://en.wikipedia.org/wiki/Caroline_Johnson,Newcastle University,FALSE,4609.27733,13015.10718,NA,-0.292727345,54.21626336
Bim Afolami,Conservative,Conservative,Hitchin And Harpenden,Male,0,0,41300,250,0,0,0,41550,1,0,0,0,0,E14000749,E12000006,Hertfordshire,East,England,County,09/06/2017 03:28,Con hold,Con,Lab,75916,58783,138,12031,31189,19158,6236,0,1329,0,0,0,0,0,0,0,871,0,0.530578569,0.325910552,20.4668016,11/02/1986,bim.afolami.mp@parliament.uk,NA,male,NA,cfd71475-2ae4-4cc8-b575-0101456a484c,https://upload.wikimedia.org/wikipedia/commons/8/8c/Official_portrait_of_Bim_Afolami_crop_2.jpg,"Afolami, Bim",NA,NA,11/02/1986,35,https://en.wikipedia.org/wiki/Bim_Afolami,"University College, Oxford (BA)",TRUE,3721.296982,7489.000679,NA,-0.836384233,52.88645805
Johnny Mercer,Conservative,Conservative,"Plymouth, Moor View",Male,0,700,35416.66667,0,0,1500,0,37616.66667,1,0,0,0,0,E14000879,E12000009,Devon,South West,England,Borough,09/06/2017 04:40,Con hold,Con,Lab,69342,45417,70,5019,23567,18548,917,1849,536,0,0,0,0,0,0,0,0,0,0.518902614,0.408393333,11.0509281,17/08/1981,diary@johnnyforplymouth.co.uk,Mercer,male,Johnny,69f73428-0660-4b6d-8389-7bcef4b3c272,https://candidates.democracyclub.org.uk/media/images/5481e764b150e238702c051f.png,"Mercer, Johnny",NA,NA,17/08/1981,40,https://en.wikipedia.org/wiki/Johnny_Mercer_(politician),"Royal Military Academy, Sandhurst",FALSE,3324.88243,5598.706215,NA,-5.729284739,50.50860335
Grant Shapps,Conservative,Conservative,Welwyn Hatfield,Male,0,1250,36000,0,0,150,0,37400,1,0,0,0,0,E14001027,E12000006,Hertfordshire,East,England,County,09/06/2017 04:04,Con hold,Con,Lab,72888,51669,109,7369,26374,19005,3836,1441,835,0,0,0,0,0,0,0,178,0,0.510441464,0.367822098,14.2619366,14/09/1968,shappsg@parliament.uk,NA,male,Grant,166f4f53-c421-40b1-aa62-10e3a206728b,https://candidates.democracyclub.org.uk/media/images/55357463367dc5383f552cdc.png,"Shapps, Grant",The Right Honourable,NA,14/09/1968,53,https://en.wikipedia.org/wiki/Grant_Shapps,Manchester Metropolitan University,FALSE,3455.082008,6182.597084,NA,-1.108212806,52.78986828
Rosena Allin-Khan,Labour,Labour,Tooting,Female,0,750,24724,0,0,1100,10466.46,37040.46,0,1,0,0,0,E14000998,E12000007,London,London,England,Borough,09/06/2017 01:24,Lab hold,Lab,Con,77971,58171,133,15458,19236,34694,3057,339,845,0,0,0,0,0,0,0,0,0,0.330680236,0.596414021,26.5733785,01/01/1977,rosena.allinkhan.mp@parliament.uk,NA,female,NA,d72cf512-c1cd-42ed-a056-f3c3d35ac60b,https://upload.wikimedia.org/wikipedia/commons/f/f2/Official_portrait_of_Dr_Rosena_Allin-Khan_crop_2.jpg,"Allin-Khan, Dr Rosena",NA,NA,01/01/1977,44,https://en.wikipedia.org/wiki/Rosena_Allin-Khan,"Brunel UniversityLucy Cavendish College, Cambridge",TRUE,4003.31411,NA,1494.108676,-1.108212806,51.41495787
Richard Benyon,Conservative,Conservative,Newbury,Male,0,0,36250,0,0,0,0,36250,1,0,0,0,0,E14000830,E12000008,Berkshire,South East,England,County,09/06/2017 02:47,Con hold,Con,LD,82924,60849,144,24380,37399,8596,13019,0,1531,0,0,0,0,0,0,0,304,0,0.614619797,0.141267728,40.0663939,21/10/1960,benyonr@parliament.uk,Benyon,male,Richard,63c6eb91-8f08-4150-9319-89de2391f778,https://candidates.democracyclub.org.uk/media/images/5516a8f2929f1bbe286be01f.png,"Benyon, Richard",The Right Honourable,NA,21/10/1960,61,https://en.wikipedia.org/wiki/Richard_Benyon,Royal Agricultural College,FALSE,4704.566066,13721.40895,NA,-3.011007437,52.303692
Jess Phillips,Labour,Labour,"Birmingham, Yardley",Female,0,8214.09,16666.66667,0,0,2450,7924.62,35255.37667,0,1,0,0,0,E14000568,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 02:50,Lab hold,Lab,Con,72581,44502,103,16574,8824,25398,7984,1916,280,0,0,0,0,0,0,0,100,0,0.198283223,0.570715923,37.24327,09/10/1981,jess.phillips.mp@parliament.uk,Phillips,female,Jess,66b1dd13-d6c7-49eb-9731-73a20a89180f,https://candidates.democracyclub.org.uk/media/images/5481e7a7b150e238702c0553.png,"Phillips, Jess",NA,NA,09/10/1981,40,https://en.wikipedia.org/wiki/Jess_Phillips,"
University of Leeds (BA)
University of Birmingham (PGDip)",FALSE,4548.337374,NA,1578.220763,-1.923695557,53.27067086
Alister Jack,Conservative,Conservative,Dumfries And Galloway,Male,0,0,35000,0,0,0,0,35000,1,0,0,0,0,S14000013,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 05:36,Con gain from SNP,Con,SNP,74206,51599,45,5643,22344,10775,1241,0,0,16701,0,0,0,0,0,0,538,0,0.433031648,0.208821876,10.9362585,07/07/1963,alister.jack.mp@parliament.uk,Jack,male,Alister,68dd742e-9def-4517-9466-c00387f3c386,https://upload.wikimedia.org/wikipedia/commons/c/cd/Official_portrait_of_Mr_Alister_Jack_crop_2.jpg,"Jack, Mr Alister",NA,NA,07/07/1963,58,https://en.wikipedia.org/wiki/Alister_Jack,Heriot-Watt University,FALSE,3320.324676,5578.906916,NA,-3.826490034,56.13339713
Hugh Gaffney,Labour,Labour,"Coatbridge, Chryston And Bellshill",Male,0,0,33854,0,0,0,0,33854,0,1,0,0,0,S14000011,S92000003,Scotland,Scotland,Scotland,Borough,09/06/2017 03:27,Lab gain from SNP,Lab,SNP,71198,45040,79,1586,7318,19193,922,0,0,17607,0,0,0,0,0,0,0,0,0.162477798,0.426132327,3.5213144,10/08/1963,hugh.gaffney.mp@parliament.uk,NA,male,Hugh,9122698b-d7e7-4442-a9e6-008c8ea52e8c,https://upload.wikimedia.org/wikipedia/commons/1/17/Official_portrait_of_Hugh_Gaffney_crop_2.jpg,"Gaffney, Hugh",NA,NA,10/08/1963,58,https://en.wikipedia.org/wiki/Hugh_Gaffney,NA,NA,3038.490557,NA,1327.376124,-3.826490034,56.66432128
Royston Smith,Conservative,Conservative,"Southampton, Itchen",Male,0,0,0,0,225,0,30000,30225,1,0,0,0,0,E14000955,E12000008,Hampshire,South East,England,Borough,09/06/2017 05:53,Con hold,Con,Lab,71722,46783,92,31,21773,21742,1421,1122,725,0,0,0,0,0,0,0,0,0,0.4654041,0.464741466,0.0662634,13/05/1964,royston.smith.mp@parliament.uk,Smith,male,NA,b5dd4d71-cc63-4f44-91fd-9cf5bcbd64b5,https://candidates.democracyclub.org.uk/media/images/55048ebaba680dc746e7d5c5.png,"Smith, Royston",NA,NA,13/05/1964,57,https://en.wikipedia.org/wiki/Royston_Smith,NA,NA,2915.465834,3987.516092,NA,-3.011007437,50.71154521
Stephen Morgan,Labour,Labour,Portsmouth South,Male,0,0,30072,0,0,0,0,30072,0,1,0,0,0,E14000884,E12000008,Hampshire,South East,England,Borough,09/06/2017 03:25,Lab gain from Con,Lab,Con,69785,44566,94,1554,16736,18290,7699,1129,712,0,0,0,0,0,0,0,0,0,0.375532917,0.410402549,3.4869632,17/01/1981,stephen.morgan.mp@parliament.uk,Morgan,male,Stephen,82e01faa-d592-41bf-ab8c-448feb3a4566,https://upload.wikimedia.org/wikipedia/commons/e/e8/Stephen_Morgan_MP_-_official_photo_2017.jpg,"Morgan, Stephen",NA,NA,17/01/1981,40,https://en.wikipedia.org/wiki/Stephen_Morgan_(British_politician),"University of BristolGoldsmiths, University of London",FALSE,3037.242211,NA,1327.142096,-1.923695557,50.71154521
Mark Prisk,Conservative,Conservative,Hertford And Stortford,Male,675,0,29000,0,0,0,0,29675,1,0,0,0,0,E14000744,E12000006,Hertfordshire,East,England,County,09/06/2017 02:15,Con hold,Con,Lab,82339,59992,230,19035,36184,17149,4845,0,1814,0,0,0,0,0,0,0,0,0,0.603147086,0.285854781,31.7292306,12/06/1962,olivia.frost@parliament.uk,Prisk,male,Mark,6ae9c5c1-7968-4e69-8e84-9bdc5de3bfc1,https://candidates.democracyclub.org.uk/media/images/5532d9a329c5d53959d9e46f.png,"Prisk, Mr Mark",NA,NA,12/06/1962,59,https://en.wikipedia.org/wiki/Mark_Prisk,"Truro School,[1]University of Reading",FALSE,4258.000701,10605.6176,NA,-0.020900444,52.78986828
Jack Brereton,Conservative,Conservative,Stoke-On-Trent South,Male,0,0,28000,0,1580,0,0,29580,1,0,0,0,0,E14000974,E12000005,Staffordshire,West Midlands,England,Borough,09/06/2017 05:16,Con gain from Lab,Con,Lab,66057,41690,101,663,20451,19788,808,0,643,0,0,0,0,0,0,0,0,0,0.490549292,0.474646198,1.5903094,03/05/1991,jack.brereton.mp@parliament.uk,Brereton,male,Jack,bbd3f977-35b7-4f50-b774-97f06818ed12,https://upload.wikimedia.org/wikipedia/commons/4/49/Official_portrait_of_Jack_Brereton_crop_2.jpg,"Brereton, Jack",NA,NA,03/05/1991,30,https://en.wikipedia.org/wiki/Jack_Brereton,Keele UniversityUniversity College London,FALSE,2969.106613,4179.757899,NA,-2.195521903,54.49580348
David Simpson,Other,Other,Upper Bann,Male,0,0,29000,0,0,0,0,29000,0,0,0,1,0,N06000017,N92000002,Northern Ireland,Northern Ireland,Northern Ireland,County,09/06/2017 03:34,DUP hold,DUP,SF,80168,51258,173,7992,0,0,0,0,0,0,0,22317,14325,4397,7900,2319,0,0,0,0,15.5917125,16/02/1959,simpsond@parliament.uk,Simpson,male,David,f0c81fe4-ea12-4022-b49b-e4f33ccd5dcb,https://candidates.democracyclub.org.uk/media/images/5534f992b247335574a42e43.png,"Simpson, David",NA,NA,16/02/1959,62,https://en.wikipedia.org/wiki/David_Simpson_(Northern_Ireland_politician),College of Business Studies,FALSE,3510.483287,NA,NA,-6.816596633,55.32305614
Alex Burghart,Conservative,Conservative,Brentwood And Ongar,Male,0,200,28000,0,0,0,0,28200,1,0,0,0,0,E14000594,E12000006,Essex,East,England,County,09/06/2017 03:27,Con hold,Con,Lab,75067,52910,107,24002,34811,10809,4426,1845,915,0,0,0,0,0,0,0,104,0,0.657928558,0.204290304,45.3638254,07/09/1977,alex.burghart.mp@parliament.uk,NA,male,Alex,5cfce384-bdb1-4473-972e-2661c805bd35,https://upload.wikimedia.org/wikipedia/commons/4/43/Official_portrait_of_Alex_Burghart_crop_2.jpg,"Burghart, Alex",NA,NA,07/09/1977,44,https://en.wikipedia.org/wiki/Alex_Burghart,"Christ Church, OxfordKing's College London",TRUE,5012.34755,16161.29911,NA,1.066410326,52.20580955
Norman Lamb,Lib Dem,Other,North Norfolk,Male,0,0,28000,0,0,150,0,28150,0,0,1,0,0,E14000848,E12000006,Norfolk,East,England,County,09/06/2017 03:21,LD hold,LD,Con,69271,52188,91,3512,21748,5180,25260,0,0,0,0,0,0,0,0,0,0,0,0.416724151,0.099256534,6.7295164,16/09/1957,norman.lamb.mp@parliament.uk,Lamb,male,Norman,d7d0b5e3-ef36-41c4-bf1a-d5d72172848e,https://candidates.democracyclub.org.uk/media/images/images/643.png,"Lamb, Norman",The Right Honourable,NA,16/09/1957,64,https://en.wikipedia.org/wiki/Norman_Lamb,University of Leicester,FALSE,3157.369268,NA,NA,1.066410326,52.98283271
Tanmanjeet Singh Dhesi,Labour,Labour,Slough,Male,0,0,26591.66667,0,0,0,0,26591.66667,0,1,0,0,0,E14000930,E12000008,Berkshire,South East,England,Borough,09/06/2017 03:47,Lab hold,Lab,Con,83272,54295,168,16998,17172,34170,1308,1228,0,0,0,0,0,0,0,0,417,0,0.316272217,0.629339718,31.3067502,17/08/1978,tan.dhesi.mp@parliament.uk,NA,male,NA,2678c7d0-6607-45e8-8fd8-6e765cb740ef,https://upload.wikimedia.org/wikipedia/commons/0/0b/Official_portrait_of_Mr_Tanmanjeet_Singh_Dhesi_crop_2.jpg,"Dhesi, Mr Tanmanjeet Singh",NA,NA,17/08/1978,43,https://en.wikipedia.org/wiki/Tanmanjeet_Singh_Dhesi,"University College LondonKeble College, OxfordFitzwilliam College, Cambridge",TRUE,4236.53528,NA,1530.854544,-1.923695557,52.303692
Andrea Jenkyns,Conservative,Conservative,Morley And Outwood,Female,0,1450,0,0,0,0,25000,26450,1,0,0,0,0,E14000826,E12000003,West Yorkshire,Yorkshire and The Humber,England,County,09/06/2017 03:36,Con hold,Con,Lab,76495,52357,198,2104,26550,24446,1361,0,0,0,0,0,0,0,0,0,0,0,0.507095517,0.466909869,4.0185649,16/06/1974,andrea.jenkyns.mp@parliament.uk,Jenkyns,female,Andrea,e6e8a74f-5c0b-4098-bbe8-c0db7cbdb90f,https://candidates.democracyclub.org.uk/media/images/5481e751b150e238702c0510.png,"Jenkyns, Andrea",NA,NA,16/06/1974,47,https://en.wikipedia.org/wiki/Andrea_Jenkyns,University of LincolnOpen University,FALSE,3056.618541,4505.385023,NA,-1.108212806,55.23197719
Crispin Blunt,Conservative,Conservative,Reigate,Male,0,1220,21666.66667,0,0,0,3500,26386.66667,1,0,0,0,0,E14000893,E12000008,Surrey,South East,England,Borough,09/06/2017 03:16,Con hold,Con,Lab,74628,53823,170,17614,30896,13282,5889,1542,2214,0,0,0,0,0,0,0,0,0,0.57402969,0.246771826,32.7257864,15/07/1960,crispinbluntmp@parliament.uk,Blunt,male,Crispin,d77d878e-0bad-4d61-a2e7-cf1a40bc4ff2,https://candidates.democracyclub.org.uk/media/images/553500f7b247335574a42e4f.png,"Blunt, Crispin",NA,NA,15/07/1960,61,https://en.wikipedia.org/wiki/Crispin_Blunt,"Royal Military Academy SandhurstUniversity College, DurhamCranfield School of Management",FALSE,4309.065628,10937.22421,NA,-2.195521903,51.21507325
Jesse Norman,Conservative,Conservative,Hereford And South Herefordshire,Male,0,0,0,0,0,0,26025.31,26025.31,1,0,0,0,0,E14000743,E12000005,Hereford and Worcester,West Midlands,England,County,09/06/2017 03:45,Con hold,Con,Lab,71088,50484,71,15013,27004,11991,3556,1153,1220,0,0,0,0,0,0,0,5560,0,0.534902147,0.237520799,29.7381349,23/06/1962,jesse.norman.mp@parliament.uk,Norman,male,Jesse,8dc8feb5-ffd6-444a-9744-cd4429c1795c,https://candidates.democracyclub.org.uk/media/images/55321be329c5d53959d9e43f.png,"Norman, Jesse",NA,NA,23/06/1962,59,https://en.wikipedia.org/wiki/Jesse_Norman,"Merton College, OxfordUniversity College London",TRUE,4157.779389,9972.882697,NA,-3.282835117,52.20580955
Douglas Ross,Conservative,Conservative,Moray,Male,0,0,0,0,0,0,25513.26,25513.26,1,0,0,0,0,S14000046,S92000003,Scotland,Scotland,Scotland,County,09/06/2017 02:18,Con gain from SNP,Con,SNP,70649,47605,62,4159,22637,5208,1078,0,0,18478,0,0,0,0,0,0,204,0,0.475517278,0.109400273,8.7364773,27/01/1983,douglas.ross.mp@parliament.uk,Ross,male,Douglas,5c330719-298f-422b-a811-5659578bd0a5,https://upload.wikimedia.org/wikipedia/commons/a/af/Official_portrait_of_Douglas_Ross_crop_2.jpg,"Ross, Douglas",NA,NA,27/01/1983,38,https://en.wikipedia.org/wiki/Douglas_Ross_(Scottish_politician),Scottish Agricultural College,FALSE,3234.0899,5212.353396,NA,-3.282835117,57.53283529
Nick Herbert,Conservative,Conservative,Arundel And South Downs,Male,0,0,24166.66667,0,0,0,0,24166.66667,1,0,0,0,0,E14000534,E12000008,West Sussex,South East,England,County,09/06/2017 05:13,Con hold,Con,Lab,79478,60256,154,23883,37573,13690,4783,1668,2542,0,0,0,0,0,0,0,0,0,0.62355616,0.227197292,39.6358869,07/04/1963,nick@nickherbert.com,Herbert,male,Nick,a30851dc-c397-445c-bcb6-3c3e28c33fa8,https://candidates.democracyclub.org.uk/media/images/551b3b1c13eb34c82843cb61.png,"Herbert, Nick",The Right Honourable,NA,07/04/1963,58,https://en.wikipedia.org/wiki/Nick_Herbert,"Magdalene College, Cambridge",TRUE,4680.399995,13540.11771,NA,-1.108212806,51.01431651
Mark Spencer,Conservative,Conservative,Sherwood,Male,0,0,24166.66667,0,0,0,0,24166.66667,1,0,0,0,0,E14000924,E12000004,Nottinghamshire,East Midlands,England,County,09/06/2017 04:51,Con hold,Con,Lab,76196,53364,98,5198,27492,22294,1113,1801,664,0,0,0,0,0,0,0,0,0,0.515178772,0.417772281,9.7406491,20/01/1970,mark.spencer.mp@parliament.uk,Spencer,male,Mark,820b2bb6-9f45-4ef5-b53d-8edd6bc1c99c,https://candidates.democracyclub.org.uk/media/images/5517fe51249b917507bee536.png,"Spencer, Mark",NA,NA,20/01/1970,51,https://en.wikipedia.org/wiki/Mark_Spencer_(British_politician),NA,NA,3273.173569,5376.593359,NA,-0.836384233,54.40283454
Tom Watson,Labour,Labour,West Bromwich East,Male,0,19325,0,0,0,3600,0,22925,0,1,0,0,0,E14001029,E12000005,West Midlands,West Midlands,England,Borough,09/06/2017 01:30,Lab hold,Lab,Con,63846,39098,138,7713,14951,22664,625,0,533,0,0,0,0,0,0,0,325,0,0.382398077,0.579671594,19.7273518,08/01/1967,tom.watson.mp@parliament.uk,Watson,male,Thomas,7f40e896-bd3b-441e-8fd5-4f61d7224c31,https://candidates.democracyclub.org.uk/media/images/553396c2bbbc92023d8a8625.png,"Watson, Tom",NA,NA,08/01/1967,54,https://en.wikipedia.org/wiki/Tom_Watson_(Labour_politician),University of Hull,FALSE,3688.52462,NA,1442.516764,-2.467350417,53.65146284
